iid	series	is_control	sra_path	tf
GSM2437792	GSE92805	False	SRR5129677	CTCF
GSM2437793	GSE92805	False	SRR5129678	CTCF
GSM2437780	GSE92803	False	SRR5129566	CTCF
GSM2437781	GSE92803	False	SRR5129567	CTCF
GSM2437782	GSE92803	False	SRR5129568	CTCF
GSM2437777	GSE92802	False	SRR5129560	Control
GSM2437778	GSE92802	False	SRR5129561	Control
GSM2437779	GSE92802	False	SRR5129562	Control
GSM2437774	GSE92801	False	SRR5129563	Control
GSM2437775	GSE92801	False	SRR5129564	Control
GSM2437776	GSE92801	False	SRR5129565	Control
GSM2437771	GSE92800	False	SRR5129682	CTCF
GSM2437772	GSE92800	False	SRR5129683	CTCF
GSM2437773	GSE92800	False	SRR5129684	CTCF
GSM2437769	GSE92799	False	SRR5129569	JUNB
GSM2437770	GSE92799	False	SRR5129570	JUNB
GSM2437766	GSE92798	False	SRR5129625	Control
GSM2437767	GSE92798	False	SRR5129626	Control
GSM2437768	GSE92798	False	SRR5129627	Control
GSM2437764	GSE92797	False	SRR5129577	CTCF
GSM2437765	GSE92797	False	SRR5129578	CTCF
GSM2437762	GSE92796	False	SRR5129597	JUNB
GSM2437763	GSE92796	False	SRR5129598	JUNB
GSM2437759	GSE92795	False	SRR5129574	Control
GSM2437760	GSE92795	False	SRR5129575	Control
GSM2437761	GSE92795	False	SRR5129576	Control
GSM2437756	GSE92794	False	SRR5129594	CTCF
GSM2437757	GSE92794	False	SRR5129595	CTCF
GSM2437758	GSE92794	False	SRR5129596	CTCF
GSM2437746	GSE92792	False	SRR5129557	Control
GSM2437747	GSE92792	False	SRR5129558	Control
GSM2437748	GSE92792	False	SRR5129559	Control
GSM2437743	GSE92791	False	SRR5129571	JUNB
GSM2437744	GSE92791	False	SRR5129572	JUNB
GSM2437745	GSE92791	False	SRR5129573	JUNB
GSM2437740	GSE92790	False	SRR5129591	Control
GSM2437741	GSE92790	False	SRR5129592	Control
GSM2437742	GSE92790	False	SRR5129593	Control
GSM2437737	GSE92789	False	SRR5129585	CTCF
GSM2437738	GSE92789	False	SRR5129586	CTCF
GSM2437739	GSE92789	False	SRR5129587	CTCF
GSM2437734	GSE92788	False	SRR5129551	JUNB
GSM2437735	GSE92788	False	SRR5129552	JUNB
GSM2437736	GSE92788	False	SRR5129553	JUNB
GSM2437731	GSE92787	False	SRR5129548	Control
GSM2437732	GSE92787	False	SRR5129549	Control
GSM2437733	GSE92787	False	SRR5129550	Control
GSM2437728	GSE92786	False	SRR5129554	CTCF
GSM2437729	GSE92786	False	SRR5129555	CTCF
GSM2437730	GSE92786	False	SRR5129556	CTCF
GSM2437725	GSE92785	False	SRR5129542	JUN
GSM2437726	GSE92785	False	SRR5129543	JUN
GSM2437727	GSE92785	False	SRR5129544	JUN
GSM2437722	GSE92784	False	SRR5129545	Control
GSM2437723	GSE92784	False	SRR5129546	Control
GSM2437724	GSE92784	False	SRR5129547	Control
GSM2437720	GSE92783	False	SRR5129537	JUN
GSM2437721	GSE92783	False	SRR5129538	JUN
GSM2437717	GSE92782	False	SRR5129539	CTCF
GSM2437718	GSE92782	False	SRR5129540	CTCF
GSM2437719	GSE92782	False	SRR5129541	CTCF
GSM2421479	GSE91210	False	SRR5093305	EP300
GSM2421480	GSE91210	False	SRR5093306	EP300
GSM2421476	GSE91209	False	SRR5093299	H3K4me3
GSM2421477	GSE91209	False	SRR5093300	H3K4me3
GSM2421478	GSE91209	False	SRR5093301	H3K4me3
GSM2421465	GSE91206	False	SRR5093302	H3K4me2
GSM2421466	GSE91206	False	SRR5093303	H3K4me2
GSM2421467	GSE91206	False	SRR5093304	H3K4me2
GSM2421462	GSE91205	False	SRR5093289	EP300
GSM2421463	GSE91205	False	SRR5093290	EP300
GSM2421464	GSE91205	False	SRR5093291	EP300
GSM2421459	GSE91204	False	SRR5093286	FOSL2
GSM2421460	GSE91204	False	SRR5093287	FOSL2
GSM2421461	GSE91204	False	SRR5093288	FOSL2
GSM2421456	GSE91203	False	SRR5093283	H3K9me3
GSM2421457	GSE91203	False	SRR5093284	H3K9me3
GSM2421458	GSE91203	False	SRR5093285	H3K9me3
GSM2421454	GSE91202	False	SRR5093281	FOSL2
GSM2421455	GSE91202	False	SRR5093282	FOSL2
GSM2421451	GSE91201	False	SRR5093276	H3K27ac
GSM2421452	GSE91201	False	SRR5093277	H3K27ac
GSM2421453	GSE91201	False	SRR5093278	H3K27ac
GSM2421449	GSE91200	False	SRR5093279	HES2
GSM2421450	GSE91200	False	SRR5093280	HES2
GSM2421438	GSE91197	False	SRR5093269	FOSL2
GSM2421439	GSE91197	False	SRR5093270	FOSL2
GSM2421440	GSE91197	False	SRR5093271	FOSL2
GSM2421436	GSE91196	False	SRR5093254	EP300
GSM2421437	GSE91196	False	SRR5093255	EP300
GSM2421433	GSE91195	False	SRR5093251	H3K9me3
GSM2421434	GSE91195	False	SRR5093252	H3K9me3
GSM2421435	GSE91195	False	SRR5093253	H3K9me3
GSM2421430	GSE91194	False	SRR5093256	H3K9me3
GSM2421431	GSE91194	False	SRR5093257	H3K9me3
GSM2421432	GSE91194	False	SRR5093258	H3K9me3
GSM2421427	GSE91193	False	SRR5093245	H3K4me2
GSM2421428	GSE91193	False	SRR5093246	H3K4me2
GSM2421429	GSE91193	False	SRR5093247	H3K4me2
GSM2421424	GSE91192	False	SRR5093239	H3K9me3
GSM2421425	GSE91192	False	SRR5093240	H3K9me3
GSM2421426	GSE91192	False	SRR5093241	H3K9me3
GSM2421421	GSE91191	False	SRR5093248	BCL3
GSM2421422	GSE91191	False	SRR5093249	BCL3
GSM2421423	GSE91191	False	SRR5093250	BCL3
GSM2421418	GSE91190	False	SRR5093242	Control
GSM2421419	GSE91190	False	SRR5093243	Control
GSM2421420	GSE91190	False	SRR5093244	Control
GSM2452102	GSE93372	False	SRR5164417	GATA1
GSM2452103	GSE93372	False	SRR5164418	GATA1
GSM2452104	GSE93372	False	SRR5164419	GATA1
GSM2452105	GSE93372	True	SRR5164420	GATA1
GSM2449944	GSE93275	False	SRR5152189	Pulichino
GSM2449945	GSE93275	False	SRR5152190	Pulichino
GSM2424269	GSE92232	False	SRR5112386	Control
GSM2424268	GSE92231	False	SRR5112387	Control
GSM2424267	GSE92230	False	SRR5112393	Control
GSM2424266	GSE92229	False	SRR5112392	Control
GSM2424265	GSE92228	False	SRR5112385	Control
GSM2424264	GSE92227	False	SRR5112375	Control
GSM2424259	GSE92224	False	SRR5112381	NRF1
GSM2424260	GSE92224	False	SRR5112382	NRF1
GSM2424257	GSE92223	False	SRR5112383	NFRKB
GSM2424258	GSE92223	False	SRR5112384	NFRKB
GSM2424255	GSE92222	False	SRR5112373	eGFP-ZNF202
GSM2424256	GSE92222	False	SRR5112374	eGFP-ZNF202
GSM2424253	GSE92221	False	SRR5112371	JUN
GSM2424254	GSE92221	False	SRR5112372	JUN
GSM2424246	GSE92217	False	SRR5112369	SP1
GSM2424247	GSE92217	False	SRR5112370	SP1
GSM2424244	GSE92216	False	SRR5112354	MCM3
GSM2424245	GSE92216	False	SRR5112355	MCM3
GSM2424238	GSE92213	False	SRR5112347	DNMT1
GSM2424239	GSE92213	False	SRR5112348	DNMT1
GSM2424232	GSE92210	False	SRR5112359	PKNOX1
GSM2424233	GSE92210	False	SRR5112360	PKNOX1
GSM2424228	GSE92208	False	SRR5112344	eGFP-ZNF24
GSM2424229	GSE92208	False	SRR5112345	eGFP-ZNF24
GSM2424221	GSE92203	False	SRR5112358	Control
GSM2424219	GSE92202	False	SRR5112325	eGFP-ZNF18
GSM2424220	GSE92202	False	SRR5112326	eGFP-ZNF18
GSM2424214	GSE92199	False	SRR5112338	NR2F1
GSM2424215	GSE92199	False	SRR5112339	NR2F1
GSM2424210	GSE92197	False	SRR5112323	Control
GSM2424211	GSE92197	False	SRR5112324	Control
GSM2424208	GSE92196	False	SRR5112321	RFX1
GSM2424209	GSE92196	False	SRR5112322	RFX1
GSM2424206	GSE92195	False	SRR5112340	eGFP-PATZ1
GSM2424207	GSE92195	False	SRR5112341	eGFP-PATZ1
GSM2424204	GSE92194	False	SRR5112319	eGFP-WT1
GSM2424205	GSE92194	False	SRR5112320	eGFP-WT1
GSM2424201	GSE92192	False	SRR5112346	Control
GSM2424197	GSE92190	False	SRR5112315	TRIM24
GSM2424198	GSE92190	False	SRR5112316	TRIM24
GSM2424195	GSE92189	False	SRR5112311	BHLHE40
GSM2424196	GSE92189	False	SRR5112312	BHLHE40
GSM2424193	GSE92188	False	SRR5112307	Control
GSM2424194	GSE92188	False	SRR5112308	Control
GSM2424191	GSE92187	False	SRR5112313	ESRRA
GSM2424192	GSE92187	False	SRR5112314	ESRRA
GSM2424187	GSE92184	False	SRR5112304	Control
GSM2424188	GSE92184	False	SRR5112305	Control
GSM2424185	GSE92183	False	SRR5112376	IKZF1
GSM2424186	GSE92183	False	SRR5112377	IKZF1
GSM2424176	GSE92177	False	SRR5112299	ZNF143
GSM2424177	GSE92177	False	SRR5112300	ZNF143
GSM2424174	GSE92176	False	SRR5112294	NCOA1
GSM2424175	GSE92176	False	SRR5112295	NCOA1
GSM2424169	GSE92173	False	SRR5112283	eGFP-ZBTB1
GSM2424170	GSE92173	False	SRR5112284	eGFP-ZBTB1
GSM2424167	GSE92172	False	SRR5112317	eGFP-IRF9
GSM2424168	GSE92172	False	SRR5112318	eGFP-IRF9
GSM2424163	GSE92169	False	SRR5112275	eGFP-ZBTB49
GSM2424164	GSE92169	False	SRR5112276	eGFP-ZBTB49
GSM2424160	GSE92167	False	SRR5112270	Control
GSM2424155	GSE92164	False	SRR5112281	SIN3A
GSM2424156	GSE92164	False	SRR5112282	SIN3A
GSM2424151	GSE92162	False	SRR5112260	eGFP-EGR2
GSM2424152	GSE92162	False	SRR5112261	eGFP-EGR2
GSM2424146	GSE92159	False	SRR5112254	NONO
GSM2424147	GSE92159	False	SRR5112255	NONO
GSM2424143	GSE92157	False	SRR5112256	NCOR1
GSM2424144	GSE92157	False	SRR5112257	NCOR1
GSM2424141	GSE92156	False	SRR5112279	eGFP-ZNF547
GSM2424142	GSE92156	False	SRR5112280	eGFP-ZNF547
GSM2424138	GSE92154	False	SRR5112251	eGFP-ZEB1
GSM2424139	GSE92154	False	SRR5112252	eGFP-ZEB1
GSM2424136	GSE92153	False	SRR5112249	KDM1A
GSM2424137	GSE92153	False	SRR5112250	KDM1A
GSM2424134	GSE92152	False	SRR5112297	TRIM24
GSM2424135	GSE92152	False	SRR5112298	TRIM24
GSM2424132	GSE92151	False	SRR5112271	ZMIZ1
GSM2424133	GSE92151	False	SRR5112272	ZMIZ1
GSM2424130	GSE92150	False	SRR5112246	ZNF687
GSM2424131	GSE92150	False	SRR5112247	ZNF687
GSM2424127	GSE92148	False	SRR5112243	SREBF1
GSM2424128	GSE92148	False	SRR5112244	SREBF1
GSM2424125	GSE92147	False	SRR5112239	eGFP-REST
GSM2424126	GSE92147	False	SRR5112240	eGFP-REST
GSM2424122	GSE92145	False	SRR5112230	SMARCA5
GSM2424123	GSE92145	False	SRR5112231	SMARCA5
GSM2424120	GSE92144	False	SRR5112232	SUPT5H
GSM2424121	GSE92144	False	SRR5112233	SUPT5H
GSM2424112	GSE92139	False	SRR5112245	Control
GSM2424108	GSE92137	False	SRR5112215	TCF7L2
GSM2424109	GSE92137	False	SRR5112216	TCF7L2
GSM2424106	GSE92136	False	SRR5112220	ZHX1
GSM2424107	GSE92136	False	SRR5112221	ZHX1
GSM2424099	GSE92132	False	SRR5112208	eGFP-ZBTB11
GSM2424100	GSE92132	False	SRR5112209	eGFP-ZBTB11
GSM2424097	GSE92131	False	SRR5112266	Control
GSM2424098	GSE92131	False	SRR5112267	Control
GSM2424095	GSE92130	False	SRR5112206	ZNF384
GSM2424096	GSE92130	False	SRR5112207	ZNF384
GSM2424093	GSE92129	False	SRR5112228	ZKSCAN1
GSM2424094	GSE92129	False	SRR5112229	ZKSCAN1
GSM2424089	GSE92126	False	SRR5112201	ZBTB33
GSM2424090	GSE92126	False	SRR5112202	ZBTB33
GSM2424087	GSE92125	False	SRR5112199	IKZF1
GSM2424088	GSE92125	False	SRR5112200	IKZF1
GSM2424086	GSE92124	False	SRR5112224	Control
GSM2424084	GSE92123	False	SRR5112195	FOXK2
GSM2424085	GSE92123	False	SRR5112196	FOXK2
GSM2424082	GSE92122	False	SRR5112197	Control
GSM2424083	GSE92122	False	SRR5112198	Control
GSM2424080	GSE92121	False	SRR5112189	THRAP3
GSM2424081	GSE92121	False	SRR5112190	THRAP3
GSM2424072	GSE92116	False	SRR5112182	eGFP-ZNF800
GSM2424073	GSE92116	False	SRR5112183	eGFP-ZNF800
GSM2424070	GSE92115	False	SRR5112178	eGFP-ZSCAN16
GSM2424071	GSE92115	False	SRR5112179	eGFP-ZSCAN16
GSM2424068	GSE92114	False	SRR5112176	YBX1
GSM2424069	GSE92114	False	SRR5112177	YBX1
GSM2424064	GSE92111	False	SRR5112170	eGFP-ZNF382
GSM2424065	GSE92111	False	SRR5112171	eGFP-ZNF382
GSM2424060	GSE92109	False	SRR5112165	L3MBTL2
GSM2424061	GSE92109	False	SRR5112166	L3MBTL2
GSM2424055	GSE92106	False	SRR5112192	Control
GSM2424052	GSE92104	False	SRR5112184	eGFP-KLF1
GSM2424053	GSE92104	False	SRR5112185	eGFP-KLF1
GSM2424050	GSE92103	False	SRR5112158	eGFP-IRF1
GSM2424051	GSE92103	False	SRR5112159	eGFP-IRF1
GSM2424048	GSE92102	False	SRR5112161	eGFP-ZNF707
GSM2424049	GSE92102	False	SRR5112162	eGFP-ZNF707
GSM2424047	GSE92101	False	SRR5112155	Control
GSM2424040	GSE92097	False	SRR5112169	Control
GSM2424034	GSE92093	False	SRR5112142	TRIM22
GSM2424035	GSE92093	False	SRR5112143	TRIM22
GSM2424032	GSE92092	False	SRR5112193	eGFP-HDAC8
GSM2424033	GSE92092	False	SRR5112194	eGFP-HDAC8
GSM2424022	GSE92085	False	SRR5112156	eGFP-FEZF1
GSM2424023	GSE92085	False	SRR5112157	eGFP-FEZF1
GSM2424018	GSE92083	False	SRR5112390	ARID1B
GSM2424019	GSE92083	False	SRR5112391	ARID1B
GSM2424015	GSE92081	False	SRR5112127	RNF2
GSM2424016	GSE92081	False	SRR5112128	RNF2
GSM2424010	GSE92078	False	SRR5112151	FOXA1
GSM2424011	GSE92078	False	SRR5112152	FOXA1
GSM2424008	GSE92077	False	SRR5112145	MYB
GSM2424009	GSE92077	False	SRR5112146	MYB
GSM2424006	GSE92076	False	SRR5112119	eGFP-MAFG
GSM2424007	GSE92076	False	SRR5112120	eGFP-MAFG
GSM2424004	GSE92075	False	SRR5112117	SREBF1
GSM2424005	GSE92075	False	SRR5112118	SREBF1
GSM2423998	GSE92071	False	SRR5112103	BCOR
GSM2423999	GSE92071	False	SRR5112104	BCOR
GSM2423996	GSE92070	False	SRR5112105	eGFP-SP2
GSM2423997	GSE92070	False	SRR5112106	eGFP-SP2
GSM2423992	GSE92068	False	SRR5112123	eGFP-IKZF2
GSM2423993	GSE92068	False	SRR5112124	eGFP-IKZF2
GSM2423990	GSE92067	False	SRR5112121	eGFP-HIC1
GSM2423991	GSE92067	False	SRR5112122	eGFP-HIC1
GSM2423988	GSE92066	False	SRR5112133	eGFP-GTF2A2
GSM2423989	GSE92066	False	SRR5112134	eGFP-GTF2A2
GSM2423985	GSE92064	False	SRR5112113	YBX1
GSM2423986	GSE92064	False	SRR5112114	YBX1
GSM2423982	GSE92062	False	SRR5112090	NCOR1
GSM2423983	GSE92062	False	SRR5112091	NCOR1
GSM2423979	GSE92060	False	SRR5112136	BHLHE40
GSM2423980	GSE92060	False	SRR5112137	BHLHE40
GSM2423977	GSE92059	False	SRR5112080	RFX1
GSM2423978	GSE92059	False	SRR5112081	RFX1
GSM2423975	GSE92058	False	SRR5112096	eGFP-TSC22D4
GSM2423976	GSE92058	False	SRR5112097	eGFP-TSC22D4
GSM2423970	GSE92055	False	SRR5112108	BMI1
GSM2423971	GSE92055	False	SRR5112109	BMI1
GSM2423969	GSE92054	False	SRR5112072	Control
GSM2423968	GSE92053	False	SRR5112075	Control
GSM2423966	GSE92052	False	SRR5112073	ZZZ3
GSM2423967	GSE92052	False	SRR5112074	ZZZ3
GSM2423964	GSE92051	False	SRR5112098	eGFP-ZNF781
GSM2423965	GSE92051	False	SRR5112099	eGFP-ZNF781
GSM2423960	GSE92048	False	SRR5112067	Control
GSM2423955	GSE92045	False	SRR5112092	eGFP-ZBTB7A
GSM2423956	GSE92045	False	SRR5112093	eGFP-ZBTB7A
GSM2423951	GSE92043	False	SRR5112061	eGFP-RELA
GSM2423952	GSE92043	False	SRR5112062	eGFP-RELA
GSM2423949	GSE92042	False	SRR5112059	SUZ12
GSM2423950	GSE92042	False	SRR5112060	SUZ12
GSM2423947	GSE92041	False	SRR5112048	eGFP-BCL11B
GSM2423948	GSE92041	False	SRR5112049	eGFP-BCL11B
GSM2423945	GSE92040	False	SRR5112087	Control
GSM2423946	GSE92040	False	SRR5112088	Control
GSM2423941	GSE92038	False	SRR5112044	eGFP-AEBP2
GSM2423942	GSE92038	False	SRR5112045	eGFP-AEBP2
GSM2423939	GSE92037	False	SRR5112051	eGFP-OVOL3
GSM2423940	GSE92037	False	SRR5112052	eGFP-OVOL3
GSM2423937	GSE92036	False	SRR5112070	eGFP-ZNF324
GSM2423938	GSE92036	False	SRR5112071	eGFP-ZNF324
GSM2423935	GSE92035	False	SRR5112042	eGFP-ZSCAN20
GSM2423936	GSE92035	False	SRR5112043	eGFP-ZSCAN20
GSM2423929	GSE92032	False	SRR5112035	Control
GSM2423930	GSE92032	False	SRR5112036	Control
GSM2423931	GSE92032	False	SRR5112037	Control
GSM2423927	GSE92031	False	SRR5112032	eGFP-PRDM12
GSM2423928	GSE92031	False	SRR5112033	eGFP-PRDM12
GSM2423918	GSE92026	False	SRR5112022	TARDBP
GSM2423919	GSE92026	False	SRR5112023	TARDBP
GSM2423910	GSE92020	False	SRR5112011	TBX21
GSM2423911	GSE92020	False	SRR5112012	TBX21
GSM2423908	GSE92018	False	SRR5112026	Control
GSM2423903	GSE92015	False	SRR5112004	eGFP-ZNF788
GSM2423904	GSE92015	False	SRR5112005	eGFP-ZNF788
GSM2423901	GSE92014	False	SRR5112002	SP1
GSM2423902	GSE92014	False	SRR5112003	SP1
GSM2423900	GSE92013	False	SRR5111999	Control
GSM2423897	GSE92011	False	SRR5112017	Control
GSM2423892	GSE92007	False	SRR5112013	eGFP-ZNF362
GSM2423893	GSE92007	False	SRR5112014	eGFP-ZNF362
GSM2423890	GSE92006	False	SRR5111996	DPF2
GSM2423891	GSE92006	False	SRR5111997	DPF2
GSM2423888	GSE92005	False	SRR5112007	eGFP-ZNF664
GSM2423889	GSE92005	False	SRR5112008	eGFP-ZNF664
GSM2423886	GSE92004	False	SRR5112029	eGFP-PRDM2
GSM2423887	GSE92004	False	SRR5112030	eGFP-PRDM2
GSM2423883	GSE92002	False	SRR5111986	PKNOX1
GSM2423884	GSE92002	False	SRR5111987	PKNOX1
GSM2423881	GSE92001	False	SRR5111990	eGFP-ZNF837
GSM2423882	GSE92001	False	SRR5111991	eGFP-ZNF837
GSM2423880	GSE92000	False	SRR5112001	Control
GSM2423876	GSE91997	False	SRR5112053	NFE2L2
GSM2423877	GSE91997	False	SRR5112054	NFE2L2
GSM2423874	GSE91996	False	SRR5111983	eGFP-MYNN
GSM2423875	GSE91996	False	SRR5111984	eGFP-MYNN
GSM2423872	GSE91995	False	SRR5111981	eGFP-ZSCAN23
GSM2423873	GSE91995	False	SRR5111982	eGFP-ZSCAN23
GSM2423869	GSE91993	False	SRR5111977	ZNF592
GSM2423870	GSE91993	False	SRR5111978	ZNF592
GSM2423867	GSE91992	False	SRR5111979	HCFC1
GSM2423868	GSE91992	False	SRR5111980	HCFC1
GSM2423864	GSE91990	False	SRR5111973	eGFP-ZNF610
GSM2423865	GSE91990	False	SRR5111974	eGFP-ZNF610
GSM2423862	GSE91989	False	SRR5111962	eGFP-ZNF146
GSM2423863	GSE91989	False	SRR5111963	eGFP-ZNF146
GSM2423856	GSE91984	False	SRR5111952	ZNF207
GSM2423857	GSE91984	False	SRR5111953	ZNF207
GSM2423854	GSE91983	False	SRR5111954	CEBPB
GSM2423855	GSE91983	False	SRR5111955	CEBPB
GSM2423853	GSE91982	False	SRR5111951	Control
GSM2423851	GSE91981	False	SRR5111975	eGFP-ZNF792
GSM2423852	GSE91981	False	SRR5111976	eGFP-ZNF792
GSM2423844	GSE91977	False	SRR5111945	MLLT1
GSM2423845	GSE91977	False	SRR5111946	MLLT1
GSM2423842	GSE91976	False	SRR5111940	eGFP-TAF7
GSM2423843	GSE91976	False	SRR5111941	eGFP-TAF7
GSM2423835	GSE91971	False	SRR5111931	eGFP-ZNF580
GSM2423836	GSE91971	False	SRR5111932	eGFP-ZNF580
GSM2423834	GSE91970	False	SRR5111928	Control
GSM2423832	GSE91969	False	SRR5111929	ELK1
GSM2423833	GSE91969	False	SRR5111930	ELK1
GSM2423830	GSE91968	False	SRR5111966	MNT
GSM2423831	GSE91968	False	SRR5111967	MNT
GSM2423819	GSE91962	False	SRR5111919	Control
GSM2423820	GSE91962	False	SRR5111920	Control
GSM2423813	GSE91959	False	SRR5111926	NFRKB
GSM2423814	GSE91959	False	SRR5111927	NFRKB
GSM2423800	GSE91950	False	SRR5112082	eGFP-ILK
GSM2423801	GSE91950	False	SRR5112083	eGFP-ILK
GSM2423798	GSE91949	False	SRR5111902	eGFP-MEF2D
GSM2423799	GSE91949	False	SRR5111903	eGFP-MEF2D
GSM2423793	GSE91946	False	SRR5111947	SMARCA4
GSM2423794	GSE91946	False	SRR5111948	SMARCA4
GSM2423787	GSE91941	False	SRR5111886	SREBF2
GSM2423788	GSE91941	False	SRR5111887	SREBF2
GSM2423785	GSE91940	False	SRR5111909	TRIM22
GSM2423786	GSE91940	False	SRR5111910	TRIM22
GSM2423783	GSE91939	False	SRR5111898	MAZ
GSM2423784	GSE91939	False	SRR5111899	MAZ
GSM2423781	GSE91938	False	SRR5111884	CTBP1
GSM2423782	GSE91938	False	SRR5111885	CTBP1
GSM2423779	GSE91937	False	SRR5112055	eGFP-KLF8
GSM2423780	GSE91937	False	SRR5112056	eGFP-KLF8
GSM2423777	GSE91936	False	SRR5112057	eGFP-TEAD2
GSM2423778	GSE91936	False	SRR5112058	eGFP-TEAD2
GSM2423775	GSE91935	False	SRR5111878	UBTF
GSM2423776	GSE91935	False	SRR5111879	UBTF
GSM2423773	GSE91934	False	SRR5111880	eGFP-NFE2L1
GSM2423774	GSE91934	False	SRR5111881	eGFP-NFE2L1
GSM2423771	GSE91933	False	SRR5111896	Control
GSM2423772	GSE91933	False	SRR5111897	Control
GSM2423769	GSE91932	False	SRR5111964	eGFP-ATF3
GSM2423770	GSE91932	False	SRR5111965	eGFP-ATF3
GSM2423767	GSE91931	False	SRR5111890	eGFP-ZBTB17
GSM2423768	GSE91931	False	SRR5111891	eGFP-ZBTB17
GSM2423759	GSE91926	False	SRR5111871	CSDE1
GSM2423760	GSE91926	False	SRR5111872	CSDE1
GSM2423756	GSE91924	False	SRR5111893	Control
GSM2423754	GSE91923	False	SRR5111867	ELK1
GSM2423755	GSE91923	False	SRR5111868	ELK1
GSM2423752	GSE91922	False	SRR5111864	KAT2B
GSM2423753	GSE91922	False	SRR5111865	KAT2B
GSM2423748	GSE91919	False	SRR5111857	eGFP-HINFP
GSM2423749	GSE91919	False	SRR5111858	eGFP-HINFP
GSM2423746	GSE91918	False	SRR5111851	CEBPZ
GSM2423747	GSE91918	False	SRR5111852	CEBPZ
GSM2423744	GSE91917	False	SRR5111853	eGFP-CTCF
GSM2423745	GSE91917	False	SRR5111854	eGFP-CTCF
GSM2423739	GSE91913	False	SRR5111848	Control
GSM2423740	GSE91913	False	SRR5111849	Control
GSM2423737	GSE91912	False	SRR5111842	SREBF2
GSM2423738	GSE91912	False	SRR5111843	SREBF2
GSM2423735	GSE91911	False	SRR5111836	Control
GSM2423736	GSE91911	False	SRR5111837	Control
GSM2423733	GSE91910	False	SRR5111834	eGFP-KLF13
GSM2423734	GSE91910	False	SRR5111835	eGFP-KLF13
GSM2423731	GSE91909	False	SRR5111869	TBX3
GSM2423732	GSE91909	False	SRR5111870	TBX3
GSM2423729	GSE91908	False	SRR5111844	eGFP-SCRT1
GSM2423730	GSE91908	False	SRR5111845	eGFP-SCRT1
GSM2423727	GSE91907	False	SRR5111830	eGFP-KLF7
GSM2423728	GSE91907	False	SRR5111831	eGFP-KLF7
GSM2423726	GSE91906	False	SRR5111832	Control
GSM2423723	GSE91904	False	SRR5111859	ETV6
GSM2423724	GSE91904	False	SRR5111860	ETV6
GSM2423720	GSE91902	False	SRR5111825	Control
GSM2423721	GSE91902	False	SRR5111826	Control
GSM2423717	GSE91900	False	SRR5111821	eGFP-ZFP64
GSM2423718	GSE91900	False	SRR5111822	eGFP-ZFP64
GSM2423715	GSE91899	False	SRR5111840	NBN
GSM2423716	GSE91899	False	SRR5111841	NBN
GSM2423713	GSE91898	False	SRR5111876	eGFP-ZNF512
GSM2423714	GSE91898	False	SRR5111877	eGFP-ZNF512
GSM2423709	GSE91896	False	SRR5111823	SMARCA4
GSM2423710	GSE91896	False	SRR5111824	SMARCA4
GSM2423705	GSE91894	False	SRR5111812	NFE2L2
GSM2423706	GSE91894	False	SRR5111813	NFE2L2
GSM2423700	GSE91891	False	SRR5111806	Control
GSM2423701	GSE91891	False	SRR5111807	Control
GSM2423699	GSE91890	False	SRR5111833	Control
GSM2423697	GSE91889	False	SRR5111803	eGFP-ZNF641
GSM2423698	GSE91889	False	SRR5111804	eGFP-ZNF641
GSM2423696	GSE91888	False	SRR5111802	Control
GSM2423685	GSE91882	False	SRR5111790	HDAC1
GSM2423686	GSE91882	False	SRR5111791	HDAC1
GSM2423681	GSE91880	False	SRR5111800	YBX3
GSM2423682	GSE91880	False	SRR5111801	YBX3
GSM2423680	GSE91879	False	SRR5111805	Control
GSM2423675	GSE91876	False	SRR5111785	HDGF
GSM2423676	GSE91876	False	SRR5111786	HDGF
GSM2423671	GSE91873	False	SRR5111780	eGFP-ZNF438
GSM2423672	GSE91873	False	SRR5111781	eGFP-ZNF438
GSM2423669	GSE91872	False	SRR5111778	eGFP-ZXDB
GSM2423670	GSE91872	False	SRR5111779	eGFP-ZXDB
GSM2423668	GSE91871	False	SRR5111775	Control
GSM2423666	GSE91870	False	SRR5111768	ZHX1
GSM2423667	GSE91870	False	SRR5111769	ZHX1
GSM2423664	GSE91869	False	SRR5111770	GTF2F1
GSM2423665	GSE91869	False	SRR5111771	GTF2F1
GSM2423662	GSE91868	False	SRR5111764	Control
GSM2423663	GSE91868	False	SRR5111765	Control
GSM2423660	GSE91867	False	SRR5111762	Control
GSM2423661	GSE91867	False	SRR5111763	Control
GSM2423658	GSE91866	False	SRR5111756	eGFP-NFE2
GSM2423659	GSE91866	False	SRR5111757	eGFP-NFE2
GSM2423656	GSE91865	False	SRR5111758	MLLT1
GSM2423657	GSE91865	False	SRR5111759	MLLT1
GSM2423654	GSE91864	False	SRR5111773	MTA2
GSM2423655	GSE91864	False	SRR5111774	MTA2
GSM2423652	GSE91863	False	SRR5111752	eGFP-ZNF138
GSM2423653	GSE91863	False	SRR5111753	eGFP-ZNF138
GSM2423649	GSE91861	False	SRR5111746	eGFP-KLF1
GSM2423650	GSE91861	False	SRR5111747	eGFP-KLF1
GSM2423646	GSE91859	False	SRR5111748	Control
GSM2423640	GSE91855	False	SRR5111776	MCM7
GSM2423641	GSE91855	False	SRR5111777	MCM7
GSM2423636	GSE91853	False	SRR5111766	eGFP-ZBTB33
GSM2423637	GSE91853	False	SRR5111767	eGFP-ZBTB33
