iid	series	is_control	sra_path	tf
GSM2742888	GSE102684	False	SRR5935356	H3K27Ac
GSM2742889	GSE102684	False	SRR5935358	H3K27Ac
GSM2742890	GSE102684	False	SRR5935359	H3K27Ac
GSM2742891	GSE102684	False	SRR5935360	H3K27Ac
GSM2742892	GSE102684	False	SRR5935361	H3K27Ac
GSM2742893	GSE102684	False	SRR5935363	H3K27Ac
GSM2742894	GSE102684	False	SRR5935365	H3K27Ac
GSM2742895	GSE102684	False	SRR5935366	H3K27Ac
GSM2742896	GSE102684	False	SRR5935367	H3K27Ac
GSM2742897	GSE102684	False	SRR5935369	H3K27Ac
GSM2742898	GSE102684	False	SRR5935370	H3K27Ac
GSM2742899	GSE102684	False	SRR5935371	H3K27Ac
GSM2742900	GSE102684	False	SRR5935372	H3K27Ac
GSM2742901	GSE102684	False	SRR5935374	H3K27Ac
GSM2742902	GSE102684	False	SRR5935375	H3K27Ac
GSM2742903	GSE102684	False	SRR5935377	H3K27Ac
GSM2742904	GSE102684	False	SRR5935378	H3K27Ac
GSM2742905	GSE102684	False	SRR5935379	H3K27Ac
GSM2532931	GSE96084	False	SRR5336017,SRR5336016	AR-Antibody
GSM2532932	GSE96084	False	SRR5336018,SRR5336019	AR-Antibody
GSM2532933	GSE96084	False	SRR5336020,SRR5336021	AR-Antibody
GSM2532934	GSE96084	False	SRR5336022,SRR5336023	AR-Antibody
GSM2532935	GSE96084	False	SRR5336025,SRR5336024	AR-Antibody
GSM2532936	GSE96084	False	SRR5336027,SRR5336026	AR-Antibody
GSM2532937	GSE96084	False	SRR5336028,SRR5336029	AR-Antibody
GSM2429817	GSE92443	False	SRR5113703	SMAD3
GSM2429818	GSE92443	False	SRR5113704	SMAD3
GSM2429819	GSE92443	False	SRR5113705	SMAD3
GSM2429820	GSE92443	False	SRR5113706	SMAD3
GSM2429821	GSE92443	False	SRR5113707	SMAD3
GSM2429822	GSE92443	False	SRR5113708	SMAD3
GSM2429823	GSE92443	False	SRR5113709	SMAD3
GSM2199947	GSE83347	False	SRR3667288	phsopho-SMAD1/5/8
GSM2199948	GSE83347	False	SRR3667289	phsopho-SMAD1/5/8
GSM2199949	GSE83347	False	SRR3667290	phsopho-SMAD1/5/8
GSM2199950	GSE83347	False	SRR3667291	phsopho-SMAD1/5/8
GSM2199951	GSE83347	False	SRR3667292	phsopho-SMAD1/5/8
GSM2199952	GSE83347	False	SRR3667293	phsopho-SMAD1/5/8
GSM2357663	GSE89029	False	SRR4437042	H3K79me2
GSM2357664	GSE89029	False	SRR4437043	H3K79me2
GSM2357665	GSE89029	False	SRR4437044	H3K79me2
GSM2357666	GSE89029	False	SRR4437045	H3K79me2
GSM2357667	GSE89029	False	SRR4437046	H3K79me2
GSM2357668	GSE89029	False	SRR4437047	H3K79me2
GSM2572272	GSE97570	False	SRR5441793,SRR5441794	Hoxc5
GSM2572273	GSE97570	False	SRR5441795,SRR5441796	Hoxc5
GSM2572274	GSE97570	False	SRR5441797	Hoxc5
GSM2572275	GSE97570	False	SRR5441798	Hoxc5
GSM2572276	GSE97570	False	SRR5441799	Hoxc5
GSM2572277	GSE97570	False	SRR5441800	Hoxc5
GSM2572278	GSE97570	False	SRR5441801	Hoxc5
GSM2572279	GSE97570	False	SRR5441802	Hoxc5
GSM2039081	GSE76856	False	SRR3100890	anti-HA
GSM2991421	GSE110453	False	SRR6705789	anti-KMT2D
GSM2991422	GSE110453	False	SRR6705790	anti-KMT2D
GSM2991423	GSE110453	False	SRR6705791	anti-KMT2D
GSM2991424	GSE110453	False	SRR6705792	anti-KMT2D
GSM2991425	GSE110453	False	SRR6705793	anti-KMT2D
GSM2991426	GSE110453	False	SRR6705794	anti-KMT2D
GSM2991427	GSE110453	False	SRR6705795	anti-KMT2D
GSM2991428	GSE110453	False	SRR6705796	anti-KMT2D
GSM2991429	GSE110453	False	SRR6705797	anti-KMT2D
GSM2991430	GSE110453	False	SRR6705798	anti-KMT2D
GSM2991431	GSE110453	False	SRR6705799	anti-KMT2D
GSM2991432	GSE110453	False	SRR6705800	anti-KMT2D
GSM2991433	GSE110453	False	SRR6705801	anti-KMT2D
GSM2991434	GSE110453	False	SRR6705802	anti-KMT2D
GSM2991435	GSE110453	False	SRR6705803	anti-KMT2D
GSM1611871	GSE65974	False	SRR1805899	Monoclonal
GSM1611872	GSE65974	False	SRR1805900	Monoclonal
GSM1684569	GSE68858	False	SRR2022140	anti-CTCF
GSM1684570	GSE68858	False	SRR2022141	anti-CTCF
GSM1684571	GSE68858	False	SRR2022142	anti-CTCF
GSM1684572	GSE68858	False	SRR2022143	anti-CTCF
GSM1684573	GSE68858	False	SRR2022144	anti-CTCF
GSM1684574	GSE68858	False	SRR2022145	anti-CTCF
GSM2871145	GSE107553	False	SRR6335158	rabbit
GSM2871146	GSE107553	False	SRR6335159,SRR6335160	rabbit
GSM2871147	GSE107553	False	SRR6335161,SRR6335162	rabbit
GSM2871148	GSE107553	False	SRR6335163,SRR6335164	rabbit
GSM2871149	GSE107553	False	SRR6335165,SRR6335166	rabbit
GSM2871150	GSE107553	False	SRR6335167	rabbit
GSM2871151	GSE107553	False	SRR6335168,SRR6335169	rabbit
GSM2871152	GSE107553	False	SRR6335170,SRR6335171	rabbit
GSM2871153	GSE107553	False	SRR6335172	rabbit
GSM2871154	GSE107553	False	SRR6335173	rabbit
GSM2871155	GSE107553	False	SRR6335174,SRR6335175	rabbit
GSM2871156	GSE107553	False	SRR6335176,SRR6335177	rabbit
GSM2871157	GSE107553	False	SRR6335178,SRR6335179	rabbit
GSM2871158	GSE107553	False	SRR6335180	rabbit
GSM2977009	GSE110050	False	SRR6666085	HA
GSM2977010	GSE110050	False	SRR6666086	HA
GSM2977011	GSE110050	False	SRR6666087	HA
GSM2977012	GSE110050	False	SRR6666088	HA
GSM2771529	GSE103445	False	SRR6006186,SRR6006185,SRR6006184,SRR6006183	V5-tag
GSM2771530	GSE103445	False	SRR6006187,SRR6006188,SRR6006189,SRR6006190	V5-tag
GSM2771531	GSE103445	False	SRR6006191,SRR6006192,SRR6006193,SRR6006194	V5-tag
GSM2771532	GSE103445	False	SRR6006198,SRR6006197,SRR6006196,SRR6006195	V5-tag
GSM2771533	GSE103445	False	SRR6006199,SRR6006200	V5-tag
GSM2771534	GSE103445	False	SRR6006201,SRR6006202	V5-tag
GSM2771535	GSE103445	False	SRR6006204,SRR6006203	V5-tag
GSM2771536	GSE103445	False	SRR6006205,SRR6006206	V5-tag
GSM2771537	GSE103445	False	SRR6006208,SRR6006207	V5-tag
GSM2771538	GSE103445	False	SRR6006209,SRR6006210	V5-tag
GSM2771539	GSE103445	False	SRR6006211,SRR6006212	V5-tag
GSM2771540	GSE103445	False	SRR6006214,SRR6006213	V5-tag
GSM2771541	GSE103445	False	SRR6006215,SRR6006216,SRR6006217,SRR6006218	V5-tag
GSM2771542	GSE103445	False	SRR6006219,SRR6006220,SRR6006221,SRR6006222	V5-tag
GSM2771543	GSE103445	False	SRR6006223,SRR6006224,SRR6006225,SRR6006226	V5-tag
GSM2771544	GSE103445	False	SRR6006227,SRR6006228,SRR6006229,SRR6006230	V5-tag
GSM2946721	GSE109575	False	SRR6507240	H3K27Ac
GSM2946722	GSE109575	False	SRR6710678	H3K27Ac
GSM2946723	GSE109575	False	SRR6507242	H3K27Ac
GSM2946724	GSE109575	False	SRR6507243	H3K27Ac
GSM2178242	GSE81942	False	nan	HA
GSM2178243	GSE81942	False	nan	HA
GSM2178244	GSE81942	False	nan	HA
GSM2178245	GSE81942	False	nan	HA
GSM2178246	GSE81942	False	nan	HA
GSM2178247	GSE81942	False	nan	HA
GSM2178248	GSE81942	False	nan	HA
GSM2178249	GSE81942	False	nan	HA
GSM2977009	GSE81942	False	SRR6666085	HA
GSM2977010	GSE81942	False	SRR6666086	HA
GSM2977011	GSE81942	False	SRR6666087	HA
GSM2977012	GSE81942	False	SRR6666088	HA
GSM2944126	GSE109481	False	SRR6502504	p53
GSM2944127	GSE109481	False	SRR6502505	p53
GSM2944128	GSE109481	False	SRR6502506	p53
GSM2944129	GSE109481	False	SRR6502507	p53
GSM2459095	GSE93626	False	nan	anti-Che-1
GSM2459096	GSE93626	False	SRR5176971	anti-Che-1
GSM2459097	GSE93626	True	nan	anti-Che-1
GSM2459098	GSE93626	True	SRR5176973	anti-Che-1
GSM2877257	GSE107730	False	SRR6349033	INO80
GSM2877258	GSE107730	False	SRR6349034	INO80
GSM2877259	GSE107730	False	SRR6349035	INO80
GSM2877260	GSE107730	False	SRR6349036	INO80
GSM2877261	GSE107730	False	SRR6349037	INO80
GSM2877262	GSE107730	False	SRR6349038	INO80
GSM2877263	GSE107730	False	SRR6349039	INO80
GSM2877264	GSE107730	False	SRR6349040	INO80
GSM2877265	GSE107730	False	SRR6349041	INO80
GSM2877266	GSE107730	False	SRR6349042	INO80
GSM2877267	GSE107730	False	SRR6349043	INO80
GSM2665628	GSE99943	False	SRR5676584	FLAG
GSM2665629	GSE99943	False	SRR5676585	FLAG
GSM2665628	GSE99950	False	SRR5676584	FLAG
GSM2665629	GSE99950	False	SRR5676585	FLAG
GSM2665656	GSE99950	False	SRR5676596	FLAG
GSM2665657	GSE99950	False	SRR5676597	FLAG
GSM2665658	GSE99950	False	SRR5676598	FLAG
GSM2665659	GSE99950	False	SRR5676599	FLAG
GSM2124632	GSE80331	False	SRR3392093	TCF7L1
GSM2124633	GSE80331	False	SRR3392094	TCF7L1
GSM2124634	GSE80331	False	SRR3392095	TCF7L1
GSM2935550	GSE109221	False	SRR6496138,SRR6496143,SRR6496142,SRR6496141,SRR6496140,SRR6496139	H3K27me3
GSM2935551	GSE109221	False	SRR6496144,SRR6496145	H3K27me3
GSM2935552	GSE109221	False	SRR6496146,SRR6496147	H3K27me3
GSM2935553	GSE109221	False	SRR6496148,SRR6496149	H3K27me3
GSM2935554	GSE109221	False	SRR6496150,SRR6496151,SRR6496152,SRR6496153,SRR6496154,SRR6496155	H3K27me3
GSM2935555	GSE109221	False	SRR6496157,SRR6496156	H3K27me3
GSM2935556	GSE109221	False	SRR6496159,SRR6496158	H3K27me3
GSM2935557	GSE109221	False	SRR6496161,SRR6496160	H3K27me3
GSM1377693	GSE57236	False	SRR1267910	YAP
GSM1377693	GSE57258	False	SRR1267910	YAP
GSM1378027	GSE57258	False	nan	YAP
GSM1378028	GSE57258	False	nan	YAP
GSM1378029	GSE57258	False	nan	YAP
GSM1378030	GSE57258	False	nan	YAP
GSM1378031	GSE57258	False	nan	YAP
GSM1378032	GSE57258	False	nan	YAP
GSM1378033	GSE57258	False	nan	YAP
GSM1378034	GSE57258	False	nan	YAP
GSM1378035	GSE57258	False	nan	YAP
GSM1378036	GSE57258	False	nan	YAP
GSM1378037	GSE57258	False	nan	YAP
GSM1378038	GSE57258	False	nan	YAP
GSM1378039	GSE57258	False	nan	YAP
GSM1378040	GSE57258	False	nan	YAP
GSM1378041	GSE57258	False	nan	YAP
GSM2670862	GSE100074	False	SRR5687488	ESR1
GSM2670863	GSE100074	False	SRR5687489	ESR1
GSM2670864	GSE100074	False	SRR5687490	ESR1
GSM2670865	GSE100074	False	SRR5687491	ESR1
GSM2670866	GSE100074	False	SRR5687492	ESR1
GSM2670867	GSE100074	False	SRR5687493	ESR1
GSM2670868	GSE100074	False	SRR5687494	ESR1
GSM2670869	GSE100074	False	SRR5687495	ESR1
GSM2670870	GSE100074	False	SRR5687496	ESR1
GSM2670871	GSE100074	False	SRR5687497	ESR1
GSM2670872	GSE100074	False	SRR5687498	ESR1
GSM2670873	GSE100074	False	SRR5687499	ESR1
GSM2570506	GSE97512	False	SRR5440910	ARID5B
GSM2570507	GSE97512	False	SRR5440911	ARID5B
GSM2807183	GSE104755	False	nan	LSD1
GSM2807184	GSE104755	False	nan	LSD1
GSM2807185	GSE104755	False	nan	LSD1
GSM2807186	GSE104755	False	nan	LSD1
GSM2807187	GSE104755	False	SRR6153311,SRR6153312,SRR6153313,SRR6153314,SRR6153315,SRR6153316,SRR6153317,SRR6153318	LSD1
GSM2807188	GSE104755	False	SRR6153319,SRR6153320,SRR6153321,SRR6153322,SRR6153323,SRR6153324,SRR6153325,SRR6153326	LSD1
GSM2807189	GSE104755	False	SRR6153327,SRR6153328,SRR6153329,SRR6153330,SRR6153331,SRR6153332,SRR6153333,SRR6153334	LSD1
GSM2807187	GSE104754	False	SRR6153311,SRR6153312,SRR6153313,SRR6153314,SRR6153315,SRR6153316,SRR6153317,SRR6153318	LSD1
GSM2807188	GSE104754	False	SRR6153319,SRR6153320,SRR6153321,SRR6153322,SRR6153323,SRR6153324,SRR6153325,SRR6153326	LSD1
GSM2807189	GSE104754	False	SRR6153327,SRR6153328,SRR6153329,SRR6153330,SRR6153331,SRR6153332,SRR6153333,SRR6153334	LSD1
GSM2897813	GSE108408	False	SRR6410464	GATA2
GSM2897814	GSE108408	False	SRR6410465	GATA2
GSM1964894	GSE75739	True	SRR2976843	PRMT5
GSM1964895	GSE75739	False	SRR2976844	PRMT5
GSM2902640	GSE108514	False	SRR6418087	SMRC1
GSM2902641	GSE108514	False	SRR6418088	SMRC1
GSM2902642	GSE108514	False	SRR6418089	SMRC1
GSM2902643	GSE108514	False	SRR6418090	SMRC1
GSM2700776	GSE101295	False	SRR6657569	H3K27ac
GSM2700777	GSE101295	False	SRR6662707	H3K27ac
GSM2700778	GSE101295	False	SRR6657570	H3K27ac
GSM2700779	GSE101295	False	SRR6657571	H3K27ac
GSM2870996	GSE101295	False	SRR6334830	H3K27ac
GSM2870997	GSE101295	False	SRR6334831	H3K27ac
GSM2870998	GSE101295	False	SRR6334832	H3K27ac
GSM2870999	GSE101295	False	SRR6334833	H3K27ac
GSM2871000	GSE101295	False	SRR6334834	H3K27ac
GSM2871001	GSE101295	False	SRR6334835	H3K27ac
GSM2871002	GSE101295	False	SRR6334836	H3K27ac
GSM2871003	GSE101295	False	SRR6334837	H3K27ac
GSM2895350	GSE108323	False	SRR6386680	Pol2
GSM2895351	GSE108323	False	SRR6386681	Pol2
GSM2895352	GSE108323	False	SRR6386682	Pol2
GSM2895353	GSE108323	False	SRR6386683	Pol2
GSM2895354	GSE108323	False	SRR6386684	Pol2
GSM2895355	GSE108323	False	SRR6386685	Pol2
GSM2895356	GSE108323	False	SRR6386686	Pol2
GSM2895357	GSE108323	False	SRR6386687	Pol2
GSM2895358	GSE108323	False	SRR6386688	Pol2
GSM2895359	GSE108323	False	SRR6386689	Pol2
GSM2895360	GSE108323	False	SRR6386690	Pol2
GSM2895361	GSE108323	False	SRR6386691	Pol2
GSM2746159	GSE102761	False	SRR5942195	CSL
GSM2746160	GSE102761	False	SRR5942196	CSL
GSM2816747	GSE105038	False	SRR6178357	Rabbit
GSM2816748	GSE105038	False	SRR6178358	Rabbit
GSM2816749	GSE105038	False	SRR6178359	Rabbit
GSM2816750	GSE105038	False	SRR6178360	Rabbit
GSM2816751	GSE105038	False	SRR6178361	Rabbit
GSM2816752	GSE105038	False	SRR6178362	Rabbit
GSM2816753	GSE105038	False	SRR6178363	Rabbit
GSM2816754	GSE105038	False	SRR6178364	Rabbit
GSM2816755	GSE105038	False	SRR6178365	Rabbit
GSM2816756	GSE105038	False	SRR6178366	Rabbit
GSM2816757	GSE105038	False	SRR6178367	Rabbit
GSM2816758	GSE105038	False	SRR6178368	Rabbit
GSM2816759	GSE105038	False	SRR6178369	Rabbit
GSM2816760	GSE105038	False	SRR6178370	Rabbit
GSM2816761	GSE105038	False	SRR6178371	Rabbit
GSM2816762	GSE105038	False	SRR6178372	Rabbit
GSM2816763	GSE105038	False	SRR6178373	Rabbit
GSM2816764	GSE105038	False	SRR6178374	Rabbit
GSM2816765	GSE105038	False	SRR6178375	Rabbit
GSM2816766	GSE105038	False	SRR6178376	Rabbit
GSM2816737	GSE105037	False	SRR6178347	Rabbit
GSM2816738	GSE105037	False	SRR6178348	Rabbit
GSM2816739	GSE105037	False	SRR6178349	Rabbit
GSM2816740	GSE105037	False	SRR6178350	Rabbit
GSM2816741	GSE105037	False	SRR6178351	Rabbit
GSM2816742	GSE105037	False	SRR6178352	Rabbit
GSM2816743	GSE105037	False	SRR6178353	Rabbit
GSM2816744	GSE105037	False	SRR6178354	Rabbit
GSM2816745	GSE105037	False	SRR6178355	Rabbit
GSM2816746	GSE105037	False	SRR6178356	Rabbit
GSM1959090	GSE75566	False	SRR2968329	GFP
GSM1959091	GSE75566	False	SRR2968330	GFP
GSM1959092	GSE75566	False	SRR2968331	GFP
GSM1959093	GSE75566	False	SRR2968332	GFP
GSM2545828	GSE96915	False	SRR5366215	anti-TCF4
GSM2545829	GSE96915	False	SRR5366216	anti-TCF4
GSM2545830	GSE96915	False	SRR5366217	anti-TCF4
GSM2545831	GSE96915	False	SRR5366218	anti-TCF4
GSM2769883	GSE103396	True	SRR5998755	H3K4me3
GSM2769884	GSE103396	False	SRR5998756	H3K4me3
GSM2769885	GSE103396	False	SRR5998757	H3K4me3
GSM2769886	GSE103396	False	SRR5998758	H3K4me3
GSM2769887	GSE103396	False	SRR5998759	H3K4me3
GSM2769888	GSE103396	False	SRR5998760	H3K4me3
GSM2769889	GSE103396	False	SRR5998761	H3K4me3
GSM2769890	GSE103396	False	SRR5998762	H3K4me3
GSM2769891	GSE103396	False	SRR5998763	H3K4me3
GSM2769892	GSE103396	False	SRR5998764	H3K4me3
GSM2769893	GSE103396	False	SRR5998765	H3K4me3
GSM2877976	GSE107749	False	SRR6350620	ER
GSM2877977	GSE107749	False	SRR6350621	ER
GSM2877978	GSE107749	False	SRR6350622	ER
GSM2877979	GSE107749	False	SRR6350623	ER
GSM2877980	GSE107749	False	SRR6350624	ER
GSM2877981	GSE107749	False	SRR6350625	ER
GSM2877982	GSE107749	False	SRR6350626	ER
GSM2877983	GSE107749	False	SRR6350627	ER
GSM2877984	GSE107749	False	SRR6350628	ER
GSM2877985	GSE107749	False	SRR6350629	ER
GSM2877986	GSE107749	False	SRR6350630	ER
GSM2877987	GSE107749	False	SRR6350631	ER
GSM2877988	GSE107749	False	SRR6350632	ER
GSM2877989	GSE107749	False	SRR6350633	ER
GSM2877990	GSE107749	False	SRR6350634	ER
GSM2877991	GSE107749	False	SRR6350635	ER
GSM2877992	GSE107749	False	SRR6350636	ER
GSM2877993	GSE107749	False	SRR6350637	ER
GSM2877994	GSE107749	False	SRR6350638	ER
GSM2877995	GSE107749	False	SRR6350639	ER
GSM2055558	GSE77640	False	SRR3148223	polII-Ser5(abcam,ab5131)
GSM2055559	GSE77640	False	SRR3148224	polII-Ser5(abcam,ab5131)
GSM2055560	GSE77640	False	SRR3148225	polII-Ser5(abcam,ab5131)
GSM2055561	GSE77640	False	SRR3148226	polII-Ser5(abcam,ab5131)
GSM2055562	GSE77640	False	SRR3148227	polII-Ser5(abcam,ab5131)
GSM2055563	GSE77640	False	SRR3148228	polII-Ser5(abcam,ab5131)
GSM2266810	GSE85430	False	SRR4017703	anti-EZH2
GSM2266811	GSE85430	False	SRR4017704	anti-EZH2
GSM2266812	GSE85430	False	SRR4017705	anti-EZH2
GSM2266813	GSE85430	True	SRR4017706	anti-EZH2
GSM2266814	GSE85430	False	SRR4017707	anti-EZH2
GSM2266815	GSE85430	False	SRR4017708	anti-EZH2
GSM2266816	GSE85430	False	SRR4017709	anti-EZH2
GSM2266817	GSE85430	True	SRR4017710	anti-EZH2
GSM2333812	GSE87562	False	SRR4340773	ATF3
GSM2333813	GSE87562	False	SRR4340774	ATF3
GSM2333814	GSE87562	False	SRR4340775	ATF3
GSM2333815	GSE87562	False	SRR4340776	ATF3
GSM2333816	GSE87562	False	SRR4340777	ATF3
GSM2333817	GSE87562	False	SRR4340778	ATF3
GSM2333818	GSE87562	False	SRR4340779	ATF3
GSM2333819	GSE87562	False	SRR4340780	ATF3
GSM2333820	GSE87562	False	SRR4340781	ATF3
GSM2333821	GSE87562	False	SRR4340782	ATF3
GSM2333822	GSE87562	False	SRR4340783	ATF3
GSM2333823	GSE87562	False	SRR4340784	ATF3
GSM2333824	GSE87562	False	SRR4340785	ATF3
GSM2333825	GSE87562	False	SRR4340786	ATF3
GSM2333826	GSE87562	False	SRR4340787	ATF3
GSM2333827	GSE87562	False	SRR4340788	ATF3
GSM2333828	GSE87562	False	SRR4340789	ATF3
GSM2523126	GSE95749	False	SRR5315196	H3K27Ac
GSM2523127	GSE95749	False	SRR5315197	H3K27Ac
GSM2523128	GSE95749	False	SRR5315198	H3K27Ac
GSM2523129	GSE95749	False	SRR5315199	H3K27Ac
GSM2523130	GSE95749	False	SRR5315200	H3K27Ac
GSM2523131	GSE95749	False	SRR5315201	H3K27Ac
GSM2523132	GSE95749	False	SRR5315202	H3K27Ac
GSM2523133	GSE95749	False	SRR5315203	H3K27Ac
GSM2523134	GSE95749	False	SRR5315204	H3K27Ac
GSM2523135	GSE95749	False	SRR5315205	H3K27Ac
GSM2523136	GSE95749	False	SRR5315206	H3K27Ac
GSM2523137	GSE95749	False	SRR5315207	H3K27Ac
GSM2523138	GSE95749	False	SRR5315208	H3K27Ac
GSM2523139	GSE95749	False	SRR5315209	H3K27Ac
GSM2642522	GSE99346	False	SRR5616805	TET1
GSM2642523	GSE99346	False	SRR5616806	TET1
GSM2642524	GSE99346	False	SRR5616807	TET1
GSM2642525	GSE99346	False	SRR5616808	TET1
GSM2642526	GSE99346	False	SRR5616809	TET1
GSM2255735	GSE85002	False	SRR3987424	GATA4(Thermo
GSM2255736	GSE85002	False	SRR3987425	GATA4(Thermo
GSM2753391	GSE103077	True	SRR5974300	H3K27ac(abcam
GSM2753392	GSE103077	False	SRR5974301	H3K27ac(abcam
GSM2753393	GSE103077	True	SRR5974302	H3K27ac(abcam
GSM2753394	GSE103077	False	SRR5974303	H3K27ac(abcam
GSM2753395	GSE103077	True	SRR5974304	H3K27ac(abcam
GSM2753396	GSE103077	False	SRR5974305	H3K27ac(abcam
GSM2804465	GSE104638	False	SRR6132672	anti-PU.1
GSM2804466	GSE104638	False	SRR6132673	anti-PU.1
GSM2804467	GSE104638	False	SRR6132674	anti-PU.1
GSM2795970	GSE104352	False	SRR6111149	anti-SMAD2/3
GSM2795971	GSE104352	False	SRR6111150	anti-SMAD2/3
GSM2795972	GSE104352	False	SRR6111151	anti-SMAD2/3
GSM2795973	GSE104352	False	SRR6111152	anti-SMAD2/3
GSM2795974	GSE104352	False	SRR6111153	anti-SMAD2/3
GSM2795975	GSE104352	False	SRR6111154	anti-SMAD2/3
GSM2587519	GSE98121	False	SRR5470456	anti-BZLF1
GSM2587520	GSE98121	False	SRR5470457	anti-BZLF1
GSM2664030	GSE99905	False	SRR5666334	H3K27ac
GSM2664031	GSE99905	False	SRR5666335	H3K27ac
GSM2664032	GSE99905	False	SRR5666336	H3K27ac
GSM2664033	GSE99905	False	SRR5666337	H3K27ac
GSM2664034	GSE99905	False	SRR5666338	H3K27ac
GSM2664035	GSE99905	False	SRR5666339	H3K27ac
GSM2664036	GSE99905	False	SRR5666340	H3K27ac
GSM2664037	GSE99905	False	SRR5666341	H3K27ac
GSM2664038	GSE99905	False	SRR5666342	H3K27ac
GSM2664039	GSE99905	False	SRR5666343	H3K27ac
GSM2664040	GSE99905	False	SRR5666344	H3K27ac
GSM2664041	GSE99905	False	SRR5666345	H3K27ac
GSM2664042	GSE99905	False	SRR5666346	H3K27ac
GSM2664043	GSE99905	False	SRR5666347	H3K27ac
GSM2664044	GSE99905	False	SRR5666348	H3K27ac
GSM2754202	GSE103125	False	SRR5978811	Bcl-6
GSM2754203	GSE103125	False	SRR5978812	Bcl-6
GSM2754204	GSE103125	False	SRR5978813,SRR5978814	Bcl-6
GSM2754205	GSE103125	False	SRR5978815	Bcl-6
GSM2754206	GSE103125	False	SRR5978816	Bcl-6
GSM2754207	GSE103125	False	SRR5978818,SRR5978817	Bcl-6
GSM2754208	GSE103125	False	SRR5978819	Bcl-6
GSM2754209	GSE103125	False	SRR5978820	Bcl-6
GSM969795	GSE39467	False	SRR524720	MTA2
GSM969796	GSE39467	False	SRR524721	MTA2
GSM969797	GSE39467	False	SRR524722	MTA2
GSM1575431	GSE39467	False	SRR1737302	MTA2
GSM2828995	GSE106069	False	SRR6214415	eGFP-ZNF491
GSM2828996	GSE106069	False	SRR6214416	eGFP-ZNF491
GSM2828993	GSE106068	False	SRR6214413	CREB1
GSM2828994	GSE106068	False	SRR6214414	CREB1
GSM2828992	GSE106067	False	SRR6214412	Control
GSM2828990	GSE106066	False	SRR6214410	TCF12
GSM2828991	GSE106066	False	SRR6214411	TCF12
GSM2828989	GSE106065	False	SRR6214409	Control
GSM2828987	GSE106064	False	SRR6214405	REST
GSM2828988	GSE106064	False	SRR6214406	REST
GSM2828985	GSE106063	False	SRR6214407	eGFP-ZNF548
GSM2828986	GSE106063	False	SRR6214408	eGFP-ZNF548
GSM2828984	GSE106062	False	SRR6214404	Control
GSM2828983	GSE106061	False	SRR6214403	CTCF
GSM2828982	GSE106060	False	SRR6214400	CTCF
GSM2828980	GSE106059	False	SRR6214401	NFIC
GSM2828981	GSE106059	False	SRR6214402	NFIC
GSM2828978	GSE106058	False	SRR6214398	eGFP-PRDM6
GSM2828979	GSE106058	False	SRR6214399	eGFP-PRDM6
GSM2828977	GSE106057	False	SRR6214395	EP300
GSM2828976	GSE106056	False	SRR6214394	Control
GSM2828975	GSE106055	False	SRR6214397,SRR6214396	CTCF
GSM2828974	GSE106054	False	SRR6214392	Control
GSM2828973	GSE106053	False	SRR6214391	Control
GSM2828972	GSE106052	False	SRR6214390	POLR2A
GSM2828971	GSE106051	False	SRR6214387	Control
GSM2828969	GSE106050	False	SRR6214388	SOX6
GSM2828970	GSE106050	False	SRR6214389	SOX6
GSM2828968	GSE106049	False	SRR6214386	POLR2A
GSM2828966	GSE106048	False	SRR6214384	SMARCC2
GSM2828967	GSE106048	False	SRR6214385	SMARCC2
GSM2828964	GSE106047	False	SRR6214380	ZBTB5
GSM2828965	GSE106047	False	SRR6214381	ZBTB5
GSM2828962	GSE106046	False	SRR6214382	RB1
GSM2828963	GSE106046	False	SRR6214383	RB1
GSM2828960	GSE106045	False	SRR6214378	NONO
GSM2828961	GSE106045	False	SRR6214379	NONO
GSM2828958	GSE106044	False	SRR6214376	NR2C1
GSM2828959	GSE106044	False	SRR6214377	NR2C1
GSM2828956	GSE106043	False	SRR6214371	eGFP-ZNF624
GSM2828957	GSE106043	False	SRR6214372	eGFP-ZNF624
GSM2828954	GSE106042	False	SRR6214373	RBFOX2
GSM2828955	GSE106042	False	SRR6214374	RBFOX2
GSM2828953	GSE106041	False	SRR6214375	Control
GSM2828951	GSE106040	False	SRR6214369	eGFP-ZBTB48
GSM2828952	GSE106040	False	SRR6214370	eGFP-ZBTB48
GSM2828950	GSE106039	False	SRR6214368	EP300
GSM2828949	GSE106038	False	SRR6214367	EP300
GSM2828948	GSE106037	False	SRR6214366	POLR2A
GSM2828947	GSE106036	False	SRR6214365	Control
GSM2828945	GSE106035	False	SRR6214363	PCBP1
GSM2828946	GSE106035	False	SRR6214364	PCBP1
GSM2828999	GSE106071	False	SRR6214419	CTCF
GSM2828997	GSE106070	False	SRR6214417	eGFP-ZNF514
GSM2828998	GSE106070	False	SRR6214418	eGFP-ZNF514
GSM2769881	GSE103395	False	SRR5998753	anti-BRD4
GSM2769882	GSE103395	False	SRR5998754	anti-BRD4
GSM2828943	GSE106034	False	SRR6214361	ARID3A
GSM2828944	GSE106034	False	SRR6214362	ARID3A
GSM2828942	GSE106033	False	SRR6214360	Control
GSM2828940	GSE106032	False	SRR6214358	ATF2
GSM2828941	GSE106032	False	SRR6214359	ATF2
GSM2828938	GSE106031	False	SRR6214356	ELF4
GSM2828939	GSE106031	False	SRR6214357	ELF4
GSM2828936	GSE106030	False	SRR6214350	U2AF1
